day,second_of_day,timestamp,origin_lat,origin_lon,origin_node,destination_node,intensity
96,66547,Day 96: 18:29:07,40.35188589999999,-74.6559076,851,1293,54
96,68874,Day 96: 19:07:54,40.35048900000001,-74.66299,350,1293,20
96,68528,Day 96: 19:02:08,40.32900300000001,-74.597871,1064,1293,33
97,62975,Day 97: 17:29:35,40.361931999999996,-74.653594,410,1293,45
97,64069,Day 97: 17:47:49,40.30586929999999,-74.6469202,1357,1293,14
97,64114,Day 97: 17:48:34,40.358948999999996,-74.657925,409,1293,29
97,71904,Day 97: 19:58:24,40.339250099999994,-74.6554525,1296,1293,24
97,3271,Day 97: 00:54:31,40.34265729999999,-74.6606083,1396,1293,23
97,30947,Day 97: 08:35:47,40.352816999999995,-74.649313,848,1293,17
97,1697,Day 97: 00:28:17,40.318042999999996,-74.645838,641,1293,41
97,63647,Day 97: 17:40:47,40.35132985009542,-74.6542150001004,804,1293,19
98,40162,Day 98: 11:09:22,40.3119542,-74.642638,1391,1293,23
98,63069,Day 98: 17:31:09,40.3550282,-74.6576039,636,1293,15
98,38125,Day 98: 10:35:25,40.328752,-74.60094,1113,1293,5
98,50735,Day 98: 14:05:35,40.35529859999999,-74.6496337,572,1293,31
98,63574,Day 98: 17:39:34,40.353106600000004,-74.6621849,837,1293,29
98,61525,Day 98: 17:05:25,40.323223799999994,-74.6446909,767,1293,25
98,57457,Day 98: 15:57:37,40.3226778,-74.6446615,764,1293,20
98,68998,Day 98: 19:09:58,40.3482371,-74.6644351,222,1293,59
98,21258,Day 98: 05:54:18,40.34842626890513,-74.66371988864826,221,1293,33
99,57432,Day 99: 15:57:12,40.351721,-74.656475,914,1293,22
99,61156,Day 99: 16:59:16,40.32346829999999,-74.5968803,1402,1293,37
99,52148,Day 99: 14:29:08,40.35489399999999,-74.650991,823,1293,20
99,72157,Day 99: 20:02:37,40.314842,-74.648715,299,1293,15
99,58874,Day 99: 16:21:14,40.34731300000001,-74.67131800000001,106,1293,13
99,65963,Day 99: 18:19:23,40.35039199999999,-74.6571153,631,1293,30
99,58685,Day 99: 16:18:05,40.3528219,-74.6584054,786,1293,24
99,57531,Day 99: 15:58:51,40.3573014,-74.6464709,320,1293,29
100,76892,Day 100: 21:21:32,40.34470999999999,-74.66612,225,1293,9
100,57726,Day 100: 16:02:06,40.3528219,-74.6584054,786,1293,28
100,48842,Day 100: 13:34:02,40.36984500002797,-74.64705350007405,934,1293,33
100,61156,Day 100: 16:59:16,40.35087999999999,-74.6588674,610,1293,25
100,58924,Day 100: 16:22:04,40.348658800004,-74.66302809997009,726,1293,29
100,57706,Day 100: 16:01:46,40.3482371,-74.6644351,222,1293,8
100,65912,Day 100: 18:18:32,40.316169800000004,-74.6563589,1253,1293,32
100,71754,Day 100: 19:55:54,40.35039199999999,-74.6571153,631,1293,18
